Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
3e50a5325357720d109e5fa300dad7a918087139,"[CALCITE-2280] Babel SQL parser

Add BABEL conformance value and SqlConformance.isLiberal() method.

CalciteAssert.withSchema automatically sets the schema as default.",['c749f25dcb8b0f9be41014af181666b6eed6350b'],False,"['pom.xml', 'config.fmpp', 'parserImpls.ftl', 'Babel.java', 'package-info.java', 'BabelParserTest.java', 'BabelQuidemTest.java', 'BabelTest.java', 'dummy.iq', 'select.iq', 'CalciteResource.java', 'SqlAbstractConformance.java', 'SqlConformance.java', 'SqlConformanceEnum.java', 'CalciteResource.properties', 'CalciteAssert.java', 'JdbcFrontJdbcBackTest.java', 'QuidemTest.java', 'pom.xml', 'materialized_view.iq', 'schema.iq']"
cf3eca294bedb5e268752cb54056700541177c99,"[CALCITE-2396] Allow NULL intervals in TIMESTAMPADD and DATETIME_PLUS functions (James Duong)

Fix bug where NULL can be used as an interval for these operators only
for specific time units.

Add a fluent API for testing validation of SQL expressions. (Julian Hyde)

Close apache/calcite#2396",['606240d4f1e39ab36447a9b4abe20c6c519d5cab'],False,"['SqlTimestampAddFunction.java', 'SqlValidatorTest.java', 'SqlValidatorTestCase.java']"
bc269aab9e87715a250a4e28851d125b195815c7,"[CALCITE-1866] JDBC adapter generates incorrect code when pushing FLOOR to MySQL (Kang Wang, Sergey Nuyanzin)

Fix format string. DateTime FLOOR to HOUR cause MySQL use '%H' rather than '%k'. (Kang Wang)

Add test-cases for MySQL (FLOOR to HOUR, FLOOR to MINUTE, FLOOR to SECOND) (Sergey Nuyanzin)

Close apache/calcite#745",['cf3eca294bedb5e268752cb54056700541177c99'],False,"['MysqlSqlDialect.java', 'RelToSqlConverterTest.java']"
df774b9efa97c0b11ed63036e829750aaa88b99d,"[CALCITE-2383] NTH_VALUE window function (Sergey Nuyanzin)

Break SqlNthValueAggregateFunction out as a top-level class, and add
tests to SqlValidatorTest. (Julian Hyde)

Close apache/calcite#742",['bc269aab9e87715a250a4e28851d125b195815c7'],False,"['Parser.jj', 'RexImpTable.java', 'SqlKind.java', 'SqlNthValueAggFunction.java', 'SqlStdOperatorTable.java', 'SqlAdvisorTest.java', 'SqlValidatorTest.java', 'winagg.iq', 'reference.md']"
3fa29455664bec0056c436491b369e0cd72242ea,"[CALCITE-2299] TIMESTAMPADD(SQL_TSI_FRAC_SECOND) should be nanoseconds (Sergey Nuyanzin)

1) Add NANOSECONDS time unit;
2) Fix SQL_TSI_FRAC_SECOND which should be interpreted as nanoseconds;
3) Add tests.

Close apache/calcite#731",['df774b9efa97c0b11ed63036e829750aaa88b99d'],False,"['Parser.jj', 'SqlIntervalQualifier.java', 'SqlTimestampAddFunction.java', 'SqlTimestampDiffFunction.java', 'StandardConvertletTable.java', 'SqlParserTest.java', 'SqlOperatorBaseTest.java', 'reference.md']"
0204f2860c8c83915c62085a47d42a78a10aac46,"[CALCITE-2376] Unify ES2 and ES5 adapters. Migrate to low-level ES rest client as main transport. (Andrei Sereda)

== Major change to elastic search adapter(s)

1. Combine ES2 and ES5 under single maven module (called elasticsearch). Move shared ES source from core to
separate elasticsearch module.

2. Migrate transport layer to low-level rest client. There are no more heavy core server-side ES dependencies
(like Lucene, Netty etc.) in adapter, just apache http client and apache codecs.
Native Transport client will be removed by the vendor in the next release (ES7-8).

3. Manually parse search results using jackson JSON library (this is already a transitive dependency from core)

== Expected breaking changes for clients:
1. Change class names of Schema and SchemaFactory. They don't contain ES major version number anymore (2, 5, 6 etc.):
   - ElasticsearchSchemaFactory(new) vs Elasticsearch{2|5}SchemaFactory (old)
   - ElasticsearchSchema(new) vs Elasticsearch{2|5}Schema (old)
   - changed package name(s)
This affects existing configurations (especially JSON files)

2. There is a single maven module elasticsearch. elasticsearch2 and elasticsearch5 are removed.
Client will have to manually update their artifact dependencies.

Close apache/calcite#744",['195414d706f3a72d289f20f45839c17dfcec31b5'],False,"['ElasticsearchSchema.java', 'package-info.java', 'pom.xml', 'AbstractElasticsearchTable.java', 'ElasticsearchEnumerators.java', 'ElasticsearchFilter.java', 'ElasticsearchMethod.java', 'ElasticsearchProject.java', 'ElasticsearchRel.java', 'ElasticsearchRules.java', 'ElasticsearchSchema.java', 'ElasticsearchSchemaFactory.java', 'ElasticsearchSearchResult.java', 'ElasticsearchSort.java', 'ElasticsearchTable.java', 'ElasticsearchTableScan.java', 'ElasticsearchToEnumerableConverter.java', 'ElasticsearchToEnumerableConverterRule.java', 'ElasticsearchVersion.java', 'MapProjectionFieldVisitor.java', 'package-info.java', 'ElasticSearchAdapterTest.java', 'ElasticsearchVersionTest.java', 'EmbeddedElasticsearchNode.java', 'EmbeddedElasticsearchPolicy.java', 'ElasticsearchChecker.java', 'log4j2.xml', 'zips-mini.json', 'pom.xml', 'Elasticsearch2Enumerator.java', 'Elasticsearch2Schema.java', 'Elasticsearch2SchemaFactory.java', 'Elasticsearch2Table.java', 'Elasticsearch2AdapterTest.java', 'EmbeddedElasticsearchNode.java', 'EmbeddedElasticsearchPolicy.java', 'Elasticsearch2AdapterIT.java', 'log4j.properties', 'Elasticsearch5Enumerator.java', 'Elasticsearch5Schema.java', 'Elasticsearch5Table.java', 'package-info.java', 'Elasticsearch5AdapterIT.java', 'ElasticsearchChecker.java', 'log4j.properties', 'log4j2.xml', 'zips-mini.json', 'pom.xml']"
d68f486b7889bc2d3b08606681f7e5a4c63547f1,"[CALCITE-2384] Performance issue in getPulledUpPredicates (Zoltan Haindrich)

Close apache/calcite#747",['6e99f2ba59e65c6a7774f4968eea83b319a749dc'],False,"['RexSimplify.java', 'Bug.java', 'RelOptRulesTest.xml']"
4402f9194291def0de7263a57889572df339fdb7,"[CALCITE-1167] OVERLAPS should match even if operands are in (high, low) order

Already works (probably fixed in [CALCITE-715]), but added a test case.",['93b8349895df2183864bc4bd7ef2fafa227b22e9'],False,['misc.iq']
be3048300e140c5e9e5b4d23c0b27accd0af4c4d,"assembly:single goal fails with ""Error reading assemblies: No assembly descriptors found""",['6344afc4770b6bb5bafc27c7d3709ab69b52633a'],False,['pom.xml']
3c40d866a43f8a74f35a6b31fadf145c4d1d9f94,"[CALCITE-2417] Fix ClassCastException in RelToSqlConverter with structs (Benoit Hanotte)

Trying to convert the pysical plan of a select * query on a table with a
nested struct throws ClassCastException as RexInputRef cannot be cast to
RexCorrelVariable.
This is due to the cast to RexCorrelVariable not being done on the
referenced expression of RexInputRef accessible through
RexFieldAccess.getReferenceExpr()

Close apache/calcite#761",['dc69a4515198b5b0f980f6a77ca9c3d25a85c4f6'],False,"['SqlImplementor.java', 'RelToSqlConverterStructsTest.java', 'RelToSqlConverterTest.java']"
bd0e140026c409aa932cebf0e1fe223ab3a5319a,"[CALCITE-2419] Use embedded Cassandra for tests

Leverage cassandra-unit library to start a cassandra mini cluster. Database is being populated from
local twissandra.cql file. All other configuration files are also located in test classpath.

Contratry to default project settings (for failsafe and surefire plugins), enforce tests to run sequentially
(using @NotThreadSafe annotation). Some static variables (eg. Hook(s)) are being shared causing
non-deterministic failures (due to concurrent access). It is done to avoid flaky tests.
This limitation should be addressed in future.

Disable adapter test on JDK11 which is not supported by Cassandra 3.x (4.x is still in development).

Close apache/calcite#764
Close apache/calcite#769",['3c40d866a43f8a74f35a6b31fadf145c4d1d9f94'],False,"['pom.xml', 'CassandraSchema.java', 'CassandraSchemaFactory.java', 'CassandraAdapterTest.java', 'cassandra.yaml', 'logback-test.xml', 'model.json', 'twissandra.cql', 'pom.xml', 'suppressions.xml']"
1a94885aa46216a1ab564afcf3e7968ecb54dbf9,[CALCITE-2430] AssertionError: RelDataTypeImpl.getFieldList when SQL Advisor inspects non-struct field,['a18a380095c9f0bb3da9912748a5b368e547134f'],False,"['SqlValidatorImpl.java', 'JdbcTest.java']"
466b3279dcc7a274349ecbbde94b562eb50a043b,[CALCITE-2431] AssertionError: SqlUtil.getAncestry when providing completion hints for sub-schema,['1a94885aa46216a1ab564afcf3e7968ecb54dbf9'],False,"['SqlAdvisor.java', 'JdbcTest.java']"
a0983768d28e48ddd6ebd0488834f80ab54b85d7,"[CALCITE-2428] Cassandra unit test fails to parse JDK version string (Andrei Sereda)

Previous version failed to parse correctly versions like: 9, 10-ea, 11-pre etc.
Change method TestUtil.getJavaMajorVersion() to use regex to detect major JDK version from
a string (usually 'java.version' system property). At some point migrate to
Runtime.version() (which is available 9+)

closes #770",['8b09736870de922b5c0b0b149732ebeacd990437'],False,"['CassandraAdapterTest.java', 'TestUtil.java', 'TestUtilTest.java']"
0bb92498900a6314e93805c5d2238a5179577e61,"[CALCITE-2416] Assertion error when determining monotonicity (Alina Ipatina)

closes #766",['a0983768d28e48ddd6ebd0488834f80ab54b85d7'],False,"['SqlLiteral.java', 'SqlMonotonicBinaryOperator.java', 'SqlOperatorBaseTest.java']"
c11376590aa13a51c41883f74a86ce5cc03df2a4,"fix typo in HepPlanner trace message (Dylan)

closes #754",['0bb92498900a6314e93805c5d2238a5179577e61'],False,['HepPlanner.java']
7088dc7261d294b7c6d5c9f4463435e95f0b9c15,"SqlTestFactory: use lazy initialization of objects

This avoids creating catalogReader objects when several with(key, value)
methods are called in sequence",['96b28f7ba11de22a68d984de6b6b88311cc2c57e'],False,['SqlTestFactory.java']
5574873844a440d2ed14dfdc7b0e40a0dae91355,"[CALCITE-2446] Lateral joins do not work when saved as custom views (Piotr Bojko)

When expanding views, Calcite had one additional step in which
expanded sqlnode tree was validated and thus rewritten. During this
step - information about lateral join was lost.

This change removes validation step from view expansion algorithms.

Also, added bug reproduction in form of unit tests.

Close apache/calcite#780",['ac33200faf62d2667c2fa075fc3423d602131d9d'],False,"['CalcitePrepareImpl.java', 'PlannerImpl.java', 'CalciteAssert.java', 'JdbcTest.java', 'Smalls.java', 'CodesFunction.java', 'chinook.json', 'cross-join-lateral.iq']"
62a0de58d38abb2c1fe85172ff9945fb39da7696,"[CALCITE-2465] Enable use of materialized views for any planner

Includes change to HepPlanner to check whether a transformation already produced a reference to an existing
vertex based on existing graph vertices.",['ca858dd725dea6bf9b4a9059cf1c3ba98bd82f26'],False,"['AbstractRelOptPlanner.java', 'RelOptPlanner.java', 'HepPlanner.java', 'VolcanoPlanner.java', 'AbstractMaterializedViewRule.java', 'MaterializedViewFilterScanRule.java', 'HepPlannerTest.java']"
45782ed3e071695a6f8dd6947b323906cdd5c300,"[CALCITE-2462] RexProgramTest: move ""rex building"" methods to base class

This simplifies creating Rex-based input data for tests

fixes #788",['62a0de58d38abb2c1fe85172ff9945fb39da7696'],False,"['RexProgramBuilderBase.java', 'RexProgramTest.java']"
6d6421c8a4e0c578bfff736c4690c1c6f47572dd,"[CALCITE-2480] NameSet.contains wrongly returns false when element in set is upper-case and seek is lower-case

Implement toString, hashCode and equals for NameSet, NameMap and
NameMultimap; and add tests.

Fix some cosmetic issues in other code, such as missing newline at end
of file.",['5c592b7ed7e71a613d3ddeadcd67300c9ea6b5e8'],False,"['cassandra.yaml', 'logback-test.xml', 'NameMap.java', 'NameMultimap.java', 'NameSet.java', 'RelToSqlConverterStructsTest.java', 'HepPlannerTest.java', 'RexProgramBuilderBase.java', 'SqlToRelConverterTest.java', 'UtilTest.java', 'SqlToRelConverterTest.xml']"
af3e35d64a7c29dfaa451c4ab4880424a8fe8cee,"[CALCITE-2271] Join of two views with window aggregates produces incorrect results or NPE

Avoid NPE in BlockBuilder.append when empty variable initializer is used

closes #673",['6cad2ee13e50e9444f80a744409d4e6ca483a30c'],False,"['EnumerableRelImplementor.java', 'EnumerableWindow.java', 'winagg.iq', 'BlockBuilder.java', 'Expressions.java', 'BlockBuilderTest.java', 'ExpressionTest.java']"
141781bf4d591d973812c73ea9f03d715b5406cb,"[CALCITE-2327] Avoid simplification of x AND NOT(x) to false for nullable x

x AND NOT(x) ==> FALSE AND x IS NULL

closes #707",['af3e35d64a7c29dfaa451c4ab4880424a8fe8cee'],False,"['RexSimplify.java', 'RexProgramTest.java']"
ca3780302463ab2b8ea3180f894f9ea6801f75d0,"MockCatalogReader is used in testing, so cache should be disabled there to avoid thread conflicts and/or stale results",['2f33a0c57b7b7e77b8193d0fff1e3531119aee0a'],False,['MockCatalogReader.java']
80c04cb6028f307a599350fda32411fc19733b3c,"[CALCITE-2505] Add ignored test for fail in RexSimplify with IS DISTINCT FROM

Simplification of isFalse(isNotDistinctFrom(vBool(0), vBool(1))) causes AssertionError: wrong operand count 1 for IS DISTINCT FROM",['6a22cc25f9f7d083f30ff361d8c907f4d6173737'],False,"['RexProgramBuilderBase.java', 'RexProgramTest.java']"
0d707e4e4e5840776670d57b1b7d61ca6d963e13,"[CALCITE-2483] Druid adapter, when querying Druid segment metadata, throws when row number is larger than Integer.MAX_VALUE (Hongze Zhang)

Close apache/calcite#799",['1c30edca1bd7b60e3e8c0368a4c736c4775125d4'],False,['DruidConnectionImpl.java']
29a925a62ed4a2b5855dd1d8ba296455433d32ad,[CALCITE-1026] Fix ModelTest#testYamlFileDetection when source folder has spaces,['370e95ab8557946023ce209e975e1c321765559e'],False,['ModelTest.java']
0c0f61e963497070a62ccdfc50c84b2826ca2d5f,"[CALCITE-2520] Make SparkHandlerImpl#compile silent by default, print code in calcite.debug=true mode only",['4e9064fa94a419987a5d654f0e41899dde60df54'],False,"['JaninoCompiler.java', 'SparkHandlerImpl.java']"
d74027c989ac8b5cd6cd38c04bbabf9ab0e844d6,"[CALCITE-2519] Silence ERROR logs from CalciteException, SqlValidatorException during tests

Use threadCount=1/perCoreThreadCount=false to disable parallel test execution at Travis

Previous option -Dsurefire.parallel= made JUnit to log just CalciteSuite details,
thus the test looked like a stuck one

fixes #816",['0c0f61e963497070a62ccdfc50c84b2826ca2d5f'],False,"['.travis.yml', 'log4j.properties', 'pom.xml']"
0a330e79ff1c120cf7e53af1787be913d83f73ca,"[CALCITE-2491] Refactor NameSet, NameMap, and NameMultimap

Collections are thread-safe when used in read-only scenarios.
Name*.immutableCopyOf are always thread-safe as writes are prohibited :)

fixes #815",['b1789ba18e924e533dbeaea8d0849524197136f7'],False,"['CalciteSchema.java', 'CaseInsensitiveComparator.java', 'NameHelper.java', 'NameMap.java', 'NameMultimap.java', 'NameSet.java', 'UtilTest.java']"
2817bda61dc8d7dd4249f32f250228f5f0797e24,"[CALCITE-2512] Move StreamTest#ROW_GENERATOR to Table.scan().iterator to make it not shared between threads (Sergey Nuyanzin)

fixes #813",['0a330e79ff1c120cf7e53af1787be913d83f73ca'],False,['StreamTest.java']
9589a360656a752be73fb27ce285cd32b22bc0e0,"[CALCITE-2498] fix bug when geode adapter quotes booleans as strings (Andrei Sereda)

GeodeFilter was incorrectly quoting boolean literals as SQL strings ('true' instead of true)

fixes #809",['2817bda61dc8d7dd4249f32f250228f5f0797e24'],False,['GeodeFilter.java']
5e765bd1ab13397d46baaa42db655bd52f5a9ffa,[CALCITE-2522] Remove e.printStackTrace() from CalciteAssert#returns,['9589a360656a752be73fb27ce285cd32b22bc0e0'],False,['CalciteAssert.java']
14a98e93949d016bb4a4d105e42414410803c8e4,[CALCITE-2474] SqlAdvisor: avoid NPE in lookupFromHints where FROM is empty,['1c913e1b0499e85b5bfcb6495e478d68ad34d280'],False,"['SqlValidatorImpl.java', 'SqlAdvisorTest.java']"
77b8c4dbf4f42c8cbbbb0e41ef9d49f0c2d9ba39,"[CALCITE-2476] SqlAdvisor: produce hints when sub-query with * is present in query

simplifySql produced 0 AS ""*"", and it caused the SQL to fail validation.
The fix is to disable transformation of expressions to ""0 as ..."", so it keeps select * as is.",['4afea52a7d50a188cd7b740deea6545013796690'],False,"['SqlSimpleParser.java', 'SqlAdvisorTest.java']"
23eb11eb3b59e496cdc865926537a76fff53c165,"[CALCITE-2484] Move dynamic tests to a separate class like SqlValidatorDynamicTest, and  avoid reuse of MockCatalogReaderDynamic",['c2ae9f0d5b518ea702b4000958b0460e8ef167e1'],False,"['SqlAdvisorTest.java', 'RelOptRulesTest.java', 'SqlToRelConverterTest.java', 'SqlToRelTestBase.java', 'SqlValidatorDynamicTest.java', 'SqlValidatorTest.java', 'MockCatalogReaderDynamic.java', 'MockCatalogReaderSimple.java']"
fa7b48267195053da7029988e013e6e9cd5151b9,"[CALCITE-2521] Guard RelMetadataTest#testMetadataHandlerCacheLimit with CalciteAssert.ENABLE_SLOW

The test does not reproduce the original bug, and it is very slow to execute.",['0af6e4133d859a7dfd7498f141950a995d248f4c'],False,['RelMetadataTest.java']
3df638c9d34cd83eeb381dd288be786e97ec4c39,[CALCITE-2523] Guard PartiallyOrderedSetTest#testPosetBitsLarge with CalciteAssert.ENABLE_SLOW,['fa7b48267195053da7029988e013e6e9cd5151b9'],False,['PartiallyOrderedSetTest.java']
945399019d707654cf2305af51a0c77f49d53b42,"[CALCITE-2412] Add Windows CI via AppVeyor (Sergey Nuyanzin)

fixes #757",['8f43b3b8a592792e51feb75f2371582eb5013a70'],False,['appveyor.yml']
453441cfd6f10683ebf0d64dfba771588c532911,"[CALCITE-2505] Fix assertion error when simplifying is [not] distinct expressions (Haisheng Yuan)

Sample expression that caused failure: isFalse(isNotDistinctFrom(vBool(0), vBool(1)))

closes #828",['945399019d707654cf2305af51a0c77f49d53b42'],False,"['RexInterpreter.java', 'RexSimplify.java', 'RexProgramTest.java']"
337f247975d92b826e159f6dd50b228bacf5056d,"[CALCITE-2546] Reduce precision of Profiler's surprise and cardinality attributes to avoid FP discrepancies (Alisha Prabhu)

Until this change, running ProfilerTest on PowerPC gave different
results due to different floating point implementation.

Close apache/calcite#829",['5f8c06f03be9bd9daa55a6c1e96d762423604bdd'],False,"['Profiler.java', 'ProfilerTest.java']"
c69e1bcb13000adf9ae4bd433e2f8c75baba1501,"[CALCITE-2535] Enable SqlTester.checkFails (previously it was a no-op) (Hongze Zhang)

Close apache/calcite#823",['337f247975d92b826e159f6dd50b228bacf5056d'],False,"['Bug.java', 'AbstractSqlTester.java', 'SqlAdvisorTest.java', 'SqlOperatorBaseTest.java', 'SqlRuntimeTester.java', 'SqlTests.java', 'SqlValidatorTester.java', 'SqlValidatorUtilTest.java', 'SqlTestGen.java', 'SqlValidatorDynamicTest.java', 'SqlValidatorFeatureTest.java', 'SqlValidatorTestCase.java', 'misc.iq', 'spatial.iq']"
a5378a3210760ff94933755b716b676b50992db3,"[CALCITE-2537] Use litmus for VolcanoPlanner#validate

VolcanoPlanner#validate() throws exception if validation fail, but this
only happens if the logger level is debug or finer. As changing log level
should not have control side effects, this might throw users off.

This change changes `void VolcanoPlanner#validate()` into
`boolean VolcanoPlanner#isValid(Litmus)` and this method is only called
if assertions are enabled.",['c69e1bcb13000adf9ae4bd433e2f8c75baba1501'],False,['VolcanoPlanner.java']
79af1c9ba735286653697deed3ff849b7c921fe4,"[CALCITE-2528] Support Aggregates in ElasticSearch adapter (Andrei Sereda)

Aggregate functions (count/sum/min/max/avg) are pushed down to ES.

Add ElasticsearchAggregate relational expression to convert SQL into native Elastic aggregations (value_count, min, max etc.).
Enhance ElasticsearchTable to prepare correct aggregate ES JSON query.

Create special classes to parse recursively elastic aggregation response or buckets (located in ElasticJson). They're inspired from existing Elastic high-level client source.

For tests, make Json input more human friendly. Single quotes are accepted and fields can be unquoted (unless
they contain special characters). Also field with dots 'a.b.c' are automatically auto-expanded. This reduces JSON noise.

Fix single projections which previously returned map (see [CALCITE-2485])

Close apache/calcite#801
Close apache/calcite#822",['ce0514690d65c00c0a57c3f942c41050108a395b'],False,"['pom.xml', 'AbstractElasticsearchTable.java', 'ElasticsearchAggregate.java', 'ElasticsearchConstants.java', 'ElasticsearchEnumerators.java', 'ElasticsearchFilter.java', 'ElasticsearchJson.java', 'ElasticsearchMethod.java', 'ElasticsearchProject.java', 'ElasticsearchRel.java', 'ElasticsearchRules.java', 'ElasticsearchSchema.java', 'ElasticsearchSort.java', 'ElasticsearchTable.java', 'ElasticsearchTableScan.java', 'ElasticsearchToEnumerableConverter.java', 'PredicateAnalyzer.java', 'QueryBuilders.java', 'AggregationTest.java', 'BooleanLogicTest.java', 'ElasticSearchAdapterTest.java', 'ElasticsearchJsonTest.java', 'EmbeddedElasticsearchPolicy.java', 'Projection2Test.java', 'ProjectionTest.java', 'QueryBuildersTest.java', 'ElasticsearchChecker.java']"
ac1b63d182dc1871b5215eb9dde7052ab771c284,"[CALCITE-2555] RexSimplify: >=(..., null) could be simplified to null (pengzhiwei)

fixes #831",['79af1c9ba735286653697deed3ff849b7c921fe4'],False,"['Strong.java', 'RexInterpreter.java', 'RexSimplify.java', 'RelOptRulesTest.java', 'RexProgramBuilderBase.java', 'RexProgramTest.java', 'RelOptRulesTest.xml', 'sub-query.iq']"
1420e4da8240d44a6a0f80b42d37a9e6fd836af7,"[CALCITE-2567] Simplify IS NULL(null) to true (pengzhiwei)

fixes #835",['ac1b63d182dc1871b5215eb9dde7052ab771c284'],False,"['RexSimplify.java', 'RexProgramTest.java', 'sub-query.iq']"
19826da5bae2b390ea0cdbb060d2d3f1e28c07ac,"Fix Windows tests broken by [CALCITE-2444] Handle IN expressions when converting SqlNode to SQL (Zoltan Haindrich)

Close apache/calcite#837",['8654c9f7cff1b6eea184b281870bcd3e35f914bd'],False,['RelToSqlConverterTest.java']
8f202e9189a6c1d0abbd8da09d7643b9efd4ad40,Avoid simplification of cast(null as integer) to false in filter expressions broken by [CALCITE-2555],['4f1b5eff9dbed20ecd8b327ada7c6db1bfd8d78d'],False,"['RexSimplify.java', 'RexProgramTest.java', 'RexProgramFuzzyTest.java']"
295ab13e8338bdd0e0c29e051907371c9b2929aa,"Apply small refactorings to Calcite codebase (Java 5, Java 7, Java 8)

Use Objects.equals when possible
Replace for with foreach in Mappings
Use Java 7 diamond operator to reduce code verbosity
Collapse identical catch blocks to multi-catch
Use Double/Float/Long/Boolean hashCode from Java 8
Remove unnecessary substring call arguments
Fix sqlTypeName -> SqlTypeName typo
Make floorKey/ceilingKey non-static so their use in NameMap makes more sense
NameMap uses COMPARATOR.floorKey(name) which is a bit weird when floorKey is static
Add @SafeVarargs to methods that are obviously safe
Replace anonymous types with Java 8 lambdas
Use Collection#removeIf when possible
Use Integer.compare when possible
Suppress AssertWithSideEffects warnings
Add missing check to Permutation#isValid
Permutation#isValid had occurCount[target] != 0 check, however the array was never updated, so the check was useless.
Remove duplicate keys from Strong#MAP
Replace remove+add with set in ReduceExpressionsRule
Remove redundant initializers
Move dead code inside if (false) branch in org.apache.calcite.plan.volcano.RelSubset#add
Revert removal of UtilTest#testHash

closes #834",['8f202e9189a6c1d0abbd8da09d7643b9efd4ad40'],False,"['CassandraFilter.java', 'CassandraProject.java', 'CassandraRel.java', 'CassandraRules.java', 'CassandraSort.java', 'CassandraToEnumerableConverter.java', 'Demo.java', 'EnumerableRelImplementor.java', 'EnumerableTableModify.java', 'EnumerableValues.java', 'EnumerableWindow.java', 'NestedBlockBuilderImpl.java', 'JdbcToEnumerableConverter.java', 'Interpreter.java', 'JaninoRexCompiler.java', 'MulticastRelOptListener.java', 'RelCompositeTrait.java', 'RelOptCluster.java', 'RelOptCostImpl.java', 'RelOptQuery.java', 'RelTraitSet.java', 'Strong.java', 'TableAccessMap.java', 'HepInstruction.java', 'HepProgramBuilder.java', 'HepRuleCall.java', 'RelSubset.java', 'RuleQueue.java', 'VolcanoPlanner.java', 'LixToRelTranslator.java', 'JoinInfo.java', 'SetOp.java', 'RelJson.java', 'RelXmlWriter.java', 'JaninoRelMetadataProvider.java', 'RelMdExpressionLineage.java', 'AbstractMaterializedViewRule.java', 'FilterTableFunctionTransposeRule.java', 'JoinUnionTransposeRule.java', 'MultiJoin.java', 'PushProjector.java', 'ReduceDecimalsRule.java', 'ReduceExpressionsRule.java', 'SemiJoinJoinTransposeRule.java', 'RexLiteral.java', 'RexProgramBuilder.java', 'RexSqlReflectiveConvertletTable.java', 'RexSqlStandardConvertletTable.java', 'RexTransformer.java', 'FlatLists.java', 'ResultSetEnumerable.java', 'SortedMultiMap.java', 'SqlFunctions.java', 'Utilities.java', 'StarTable.java', 'SqlAdvisor.java', 'SqlSimpleParser.java', 'SqlCaseOperator.java', 'SqlTimestampDiffFunction.java', 'SqlAbstractParserImpl.java', 'SqlParseException.java', 'SqlTypeUtil.java', 'TableFunctionReturnTypeInference.java', 'ListSqlOperatorTable.java', 'SqlShuttle.java', 'AliasNamespace.java', 'SqlNameMatchers.java', 'SqlValidatorImpl.java', 'RelDecorrelator.java', 'SqlToRelConverter.java', 'BarfingInvocationHandler.java', 'Benchmark.java', 'CaseInsensitiveComparator.java', 'CompositeList.java', 'CompositeMap.java', 'CompoundClosableAllocation.java', 'DelegatingInvocationHandler.java', 'Holder.java', 'ImmutableNullableList.java', 'JsonBuilder.java', 'Permutation.java', 'UnmodifiableArrayList.java', 'Util.java', 'XmlOutput.java', 'BreadthFirstIterator.java', 'CycleDetector.java', 'DefaultDirectedGraph.java', 'DepthFirstIterator.java', 'Graphs.java', 'TopologicalOrderIterator.java', 'JaninoCompiler.java', 'JavaCompilerArgs.java', 'Mappings.java', 'UtilTest.java', 'DruidSqlCastConverter.java', 'DruidTable.java', 'DruidTableFactory.java', 'ElasticsearchEnumerators.java', 'CsvEnumerator.java', 'CsvFilterableTable.java', 'GeodeFilter.java', 'GeodeSort.java', 'AbstractEnumerable2.java', 'DefaultEnumerable.java', 'EnumerableDefaults.java', 'Linq4j.java', 'LookupImpl.java', 'QueryProviderImpl.java', 'QueryableDefaults.java', 'ClassDeclarationFinder.java', 'Evaluator.java', 'Expressions.java', 'FunctionExpression.java', 'Types.java', 'MongoAggregate.java', 'MongoFilter.java', 'MongoProject.java', 'MongoRel.java', 'MongoRules.java', 'MongoSort.java', 'PigJoin.java', 'VmstatTableFunction.java', 'JdbcToSparkConverter.java', 'SparkMethod.java', 'SparkRules.java', 'SplunkPushDownRule.java', 'SplunkQuery.java', 'SplunkTable.java', 'SplunkConnectionImpl.java', 'StringUtils.java']"
32630d1a2cc4f231968bec458cee5380abbbeb51,"Display random failure of Rex fuzzer in build logs to inspire further fixes

fixes #844",['59b76701d9c805f51b0929577ca604fdbfe00b0b'],False,"['RexInterpreter.java', 'RexProgramFuzzyTest.java']"
52eda6d911f06a542e1d681de294c77e8246e354,"[CALCITE-2527] Simplify (c IS NULL) OR (c IS ...) might result in AssertionError: result mismatch (pengzhiwei)

fixes #846",['32630d1a2cc4f231968bec458cee5380abbbeb51'],False,"['RexSimplify.java', 'RexProgramTest.java']"
56def3946d7e30706b2845464f7fc575c66e4694,"[CALCITE-2581] Avoid errors in simplifying ""null and not (null or ...)"" (pengzhiwei)

closes #849",['40503ff658b7a02d43841f9df7cc655dcbe5de79'],False,"['RexSimplify.java', 'RexProgramTest.java']"
ef822607649ad157568f868086923b2c62a316dc,Avoid NullPointerException when FlatList contains null elements,['3183f2cae6db91f0c2bb0fc99ff6121da56652b8'],False,"['FlatLists.java', 'UtilTest.java']"
2cba817320268f16a707f945d1390d9917188178,"[CALCITE-2585] Support NOT Operator in ElasticSearch Adapter

Fix boolean conditions with negation (NOT). The following queries are now supported:
```sql
select * from elastic where not foo = 1
select * from elastic where not foo in (1, 2, 3)
```

Extend existing Expression interface with `not()` method.

Closes apache/calcite#851",['17e0a054259f10079ce9c95fa01f447e41a84577'],False,"['PredicateAnalyzer.java', 'BooleanLogicTest.java', 'ElasticSearchAdapterTest.java']"
9d6899c919113dc58707b2337297205ed1d7194f,"Fix JavaDoc warnings for Java 9+, and check JavaDoc in Travis CI

Travis verifies JavaDocs for Java 8 and 11 only to save build time.",['72f36a8830afe7f903d8cb32cf547ea484e49fef'],False,"['.travis.yml', 'Java9Workaround.java', 'pom.xml']"
